line_number,title,script,label,speaker,gender
3872,The Shawshank Redemption,HAIG,character,NO SPEAKER,NA
3873,The Shawshank Redemption,But sir! He wasn't! He isn't!,speech,HAIG,male
3874,The Shawshank Redemption,NORTON,character,NO SPEAKER,NA
3875,The Shawshank Redemption,"I can see that, Haig! You think I'm",speech,NORTON,male
3876,The Shawshank Redemption,blind? Is that what you're saying?,speech,NORTON,male
3877,The Shawshank Redemption,"Am I blind, Haig?",speech,NORTON,male
3878,The Shawshank Redemption,HAIG,character,NO SPEAKER,NA
3879,The Shawshank Redemption,No sir!,speech,HAIG,male
3880,The Shawshank Redemption,Norton grabs the clipboard and thrusts it at Hadley.,other,NO SPEAKER,NA
3881,The Shawshank Redemption,NORTON,character,NO SPEAKER,NA
3882,The Shawshank Redemption,What about you? You blind? Tell me,speech,NORTON,male
3883,The Shawshank Redemption,what this is!,speech,NORTON,male
3884,The Shawshank Redemption,HADLEY,character,NO SPEAKER,NA
3885,The Shawshank Redemption,Last night's count.,speech,HADLEY,male
3886,The Shawshank Redemption,NORTON,character,NO SPEAKER,NA
3887,The Shawshank Redemption,You see Dufresne's name? I sure do!,speech,NORTON,male
3888,The Shawshank Redemption,"Right there, see? """"Dufresne."""" He",speech,NORTON,male
3889,The Shawshank Redemption,was in his cell at lights out!,speech,NORTON,male
3890,The Shawshank Redemption,Stands to reason he'd still be here,speech,NORTON,male
3891,The Shawshank Redemption,this morning! I want him found! Not,speech,NORTON,male
3892,The Shawshank Redemption,"tomorrow, not after breakfast! Now!",speech,NORTON,male
3893,The Shawshank Redemption,"Haig scurries out, gathering men. Norton spins to Red.",other,NO SPEAKER,NA
3894,The Shawshank Redemption,NORTON,character,NO SPEAKER,NA
3895,The Shawshank Redemption,Well?,speech,NORTON,male
3896,The Shawshank Redemption,RED,character,NO SPEAKER,NA
3897,The Shawshank Redemption,Well what?,speech,RED,male
3898,The Shawshank Redemption,NORTON,character,NO SPEAKER,NA
3899,The Shawshank Redemption,"I see you two all the time, you're",speech,NORTON,male
3900,The Shawshank Redemption,"thick as thieves, you are! He",speech,NORTON,male
3901,The Shawshank Redemption,must'a said something!,speech,NORTON,male
3902,The Shawshank Redemption,RED,character,NO SPEAKER,NA
3903,The Shawshank Redemption,"No sir, he didn't!",speech,RED,male
3904,The Shawshank Redemption,"Norton spreads his arms evangelist-style, spins slowly around.",other,NO SPEAKER,NA
3905,The Shawshank Redemption,NORTON,character,NO SPEAKER,NA
3906,The Shawshank Redemption,Lord! It's a miracle! Man up and,speech,NORTON,male
3907,The Shawshank Redemption,vanished like a fart in the wind!,speech,NORTON,male
3908,The Shawshank Redemption,Nothin' left but some damn rocks on,speech,NORTON,male
3909,The Shawshank Redemption,the windowsill and that cupcake on,speech,NORTON,male
3910,The Shawshank Redemption,the wall! Let's ask her! Maybe she,speech,NORTON,male
3911,The Shawshank Redemption,"knows! What say there, Fuzzy-",speech,NORTON,male
3912,The Shawshank Redemption,Britches? Feel like talking? Guess,speech,NORTON,male
3913,The Shawshank Redemption,not. Why should you be different?,speech,NORTON,male
3914,The Shawshank Redemption,Red exchanges looks with the guards. Even they're nervous.,other,NO SPEAKER,NA
3915,The Shawshank Redemption,Norton scoops a handful rocks off the sill. He hurls them at,other,NO SPEAKER,NA
3916,The Shawshank Redemption,"the wall one at a time, shattering them, punctuating his words:",other,NO SPEAKER,NA
3917,The Shawshank Redemption,NORTON,character,NO SPEAKER,NA
3918,The Shawshank Redemption,It's a conspiracy! (SMASH) That's,speech,NORTON,male
3919,The Shawshank Redemption,what this is! (SMASH) It's one big,speech,NORTON,male
3920,The Shawshank Redemption,damn conspiracy! (SMASH) And,speech,NORTON,male
3921,The Shawshank Redemption,everyone's in on it! (SMASH),speech,NORTON,male
3922,The Shawshank Redemption,Including her!,speech,NORTON,male
3923,The Shawshank Redemption,He sends the last rock whizzing right at Racquel.,other,NO SPEAKER,NA
3924,The Shawshank Redemption,No smash.,other,NO SPEAKER,NA
3925,The Shawshank Redemption,It takes a moment for this to sink in. All eyes go to her. The,other,NO SPEAKER,NA
3926,The Shawshank Redemption,rock went through her. There's a small hole in the poster,other,NO SPEAKER,NA
3927,The Shawshank Redemption,where her navel used to be.,other,NO SPEAKER,NA
3928,The Shawshank Redemption,"You could hear a pin drop. Norton reaches up, sinks his finger",other,NO SPEAKER,NA
3929,The Shawshank Redemption,into the hole. He keeps pushing...and his entire hand,other,NO SPEAKER,NA
3930,The Shawshank Redemption,disappears into the wall.,other,NO SPEAKER,NA
3931,The Shawshank Redemption,221 ANGLE FROM BEHIND POSTER 221,other,NO SPEAKER,NA
3932,The Shawshank Redemption,as Norton rips the poster from before our eyes. Stunned faces,other,NO SPEAKER,NA
3933,The Shawshank Redemption,peer in. CAMERA PULLS SLOWLY BACK...to reveal the long,other,NO SPEAKER,NA
3934,The Shawshank Redemption,crumbling tunnel in the wall.,other,NO SPEAKER,NA
3935,The Shawshank Redemption,222INT -- ANDY'S CELL -- MINUTES LATER (1966) 222,other,NO SPEAKER,NA
3936,The Shawshank Redemption,"RORY TREMONT, a guard barely out of his teens, tries not to",other,NO SPEAKER,NA
3937,The Shawshank Redemption,look nervous as they lash a rope around his chest. He's,other,NO SPEAKER,NA
3938,The Shawshank Redemption,getting instructions from six different people at once.,other,NO SPEAKER,NA
3939,The Shawshank Redemption,RED (V.O.),character,NO SPEAKER,NA
3940,The Shawshank Redemption,They got this skinny kid named Rory,speech,RED,male
3941,The Shawshank Redemption,Tremont to go in the hole. He wasn't,speech,RED,male
3942,The Shawshank Redemption,"much in the brains department, but",speech,RED,male
3943,The Shawshank Redemption,he possessed the one most important,speech,RED,male
3944,The Shawshank Redemption,qualification for the job...,speech,RED,male
3945,The Shawshank Redemption,(they slap a flashlight,other,NO SPEAKER,NA
3946,The Shawshank Redemption,in his hands),speech,RED,male
3947,The Shawshank Redemption,...he was willing to go.,speech,RED,male
3948,The Shawshank Redemption,223INT -- TUNNEL -- DAY (1966) 223,other,NO SPEAKER,NA
3949,The Shawshank Redemption,Rory squeezes down the tunnel on his belly.,other,NO SPEAKER,NA
3950,The Shawshank Redemption,RED (V.O.),character,NO SPEAKER,NA
3951,The Shawshank Redemption,Probably thought he'd win a Bronze,speech,RED,male
3952,The Shawshank Redemption,Star or something.,speech,RED,male
3953,The Shawshank Redemption,224INT -- VERTICAL SHAFT -- DAY (1966) 224,other,NO SPEAKER,NA
3954,The Shawshank Redemption,Dark as midnight. Concrete walls rise on both sides. If you,other,NO SPEAKER,NA
3955,The Shawshank Redemption,"imagine them as two huge slices of bread, the meat of this",other,NO SPEAKER,NA
3956,The Shawshank Redemption,particular sandwich is about three feet of airspace and a dark,other,NO SPEAKER,NA
3957,The Shawshank Redemption,"tangle of pipes between the cellblocks. Rory's appears, shining",other,NO SPEAKER,NA
3958,The Shawshank Redemption,"his flashlight down the shaft. Somewhere, a rat SQUEAKS.",other,NO SPEAKER,NA
3959,The Shawshank Redemption,RED (V.O.),character,NO SPEAKER,NA
3960,The Shawshank Redemption,It was his third day on the job.,speech,RED,male
3961,The Shawshank Redemption,RORY,character,NO SPEAKER,NA
3962,The Shawshank Redemption,Warden? There's a space here,speech,RORY,unclear
3963,The Shawshank Redemption,between the walls 'bout three feet,speech,RORY,unclear
3964,The Shawshank Redemption,across! Smells pretty damn bad!,speech,RORY,unclear
3965,The Shawshank Redemption,NORTON (O.S.),character,NO SPEAKER,NA
3966,The Shawshank Redemption,I don't care what it smells like!,speech,NORTON,male
3967,The Shawshank Redemption,HADLEY (O.S.),character,NO SPEAKER,NA
3968,The Shawshank Redemption,"Go on, boy! We got a hold of you!",speech,HADLEY,male
3969,The Shawshank Redemption,"Looking none too happy about it, Rory squeezes from the tunnel",other,NO SPEAKER,NA
3970,The Shawshank Redemption,"and dangles into the shaft. He gets lowered, shining his",other,NO SPEAKER,NA
3971,The Shawshank Redemption,"light, smothered by darkness. Not having a good time.",other,NO SPEAKER,NA
3972,The Shawshank Redemption,RORY,character,NO SPEAKER,NA
3973,The Shawshank Redemption,Hoo-whee! Smell's gettin' worse!,speech,RORY,unclear
3974,The Shawshank Redemption,NORTON (O.S.),character,NO SPEAKER,NA
3975,The Shawshank Redemption,"Never mind, I said! Just keep going!",speech,NORTON,male
3976,The Shawshank Redemption,RORY,character,NO SPEAKER,NA
3977,The Shawshank Redemption,"Smells pretty damn bad, Warden! In",speech,RORY,unclear
3978,The Shawshank Redemption,"fact, it smells just like shit.",speech,RORY,unclear
3979,The Shawshank Redemption,His feet touch the ground -- or what he assumed was the,other,NO SPEAKER,NA
3980,The Shawshank Redemption,"ground. It's not. In fact, it's just what it smells like. He",other,NO SPEAKER,NA
3981,The Shawshank Redemption,sinks in past his ankles. He slips and sits heavily in it.,other,NO SPEAKER,NA
3982,The Shawshank Redemption,RORY,character,NO SPEAKER,NA
3983,The Shawshank Redemption,"Oh God, that's what it is, it's",speech,RORY,unclear
3984,The Shawshank Redemption,shit. oh my God it's shit. pull me,speech,RORY,unclear
3985,The Shawshank Redemption,"out 'fore I blow my groceries, oh",speech,RORY,unclear
3986,The Shawshank Redemption,"shit it's shit, oh my Gawwwwwwd!",speech,RORY,unclear
3987,The Shawshank Redemption,225INT -- ANDY'S CELL -- DAY (1966) 225,other,NO SPEAKER,NA
3988,The Shawshank Redemption,Red and others listen to violent barfing from below.,other,NO SPEAKER,NA
3989,The Shawshank Redemption,RED (V.O.),character,NO SPEAKER,NA
3990,The Shawshank Redemption,And then came the unmistakable,speech,RED,male
3991,The Shawshank Redemption,sound of Rory Tremont losing his,speech,RED,male
3992,The Shawshank Redemption,last few meals. The whole cellblock,speech,RED,male
3993,The Shawshank Redemption,"heard it. I mean, it echoed.",speech,RED,male
3994,The Shawshank Redemption,"That's it for Red. He starts laughing. Laughing, hell, he's",other,NO SPEAKER,NA
3995,The Shawshank Redemption,"bellowing laughter, laughing so hard he has to hold himself,",other,NO SPEAKER,NA
3996,The Shawshank Redemption,laughing so hard tears are pouring down his cheeks. The look,other,NO SPEAKER,NA
3997,The Shawshank Redemption,of rage on Norton's face makes him laugh all the harder.,other,NO SPEAKER,NA
3998,The Shawshank Redemption,226INT -- SOLITARY WING -- NIGHT (1966) 226,other,NO SPEAKER,NA
3999,The Shawshank Redemption,Abrupt silence. LOW ANGLE on steel door.,other,NO SPEAKER,NA
4000,The Shawshank Redemption,RED (V.O.),character,NO SPEAKER,NA
4001,The Shawshank Redemption,I laughed myself right into,speech,RED,male
4002,The Shawshank Redemption,solitary. Two week stretch.,speech,RED,male
4003,The Shawshank Redemption,227INT -- SOLITARY -- NIGHT (1966) 227,other,NO SPEAKER,NA
4004,The Shawshank Redemption,RED,character,NO SPEAKER,NA
4005,The Shawshank Redemption,"It's shit, it's shit, oh my God",speech,RED,male
4006,The Shawshank Redemption,it's shit...,speech,RED,male
4007,The Shawshank Redemption,"He starts laughing all over again, fit to split.",other,NO SPEAKER,NA
4008,The Shawshank Redemption,RED (V.O.),character,NO SPEAKER,NA
4009,The Shawshank Redemption,Andy once talked about doing easy,speech,RED,male
4010,The Shawshank Redemption,time in the hole. Now I knew what,speech,RED,male
4011,The Shawshank Redemption,he meant.,speech,RED,male
4012,The Shawshank Redemption,228EXT -- SHAWSHANK PRISON -- WIDE SHOT -- DAY (1966) 228,other,NO SPEAKER,NA
4013,The Shawshank Redemption,"Virgin landscape. Charming rural road. Suddenly, State Police",other,NO SPEAKER,NA
4014,The Shawshank Redemption,cruisers rocket up the road with SIRENS AND LIGHTS.,other,NO SPEAKER,NA
4015,The Shawshank Redemption,RED (V.O.),character,NO SPEAKER,NA
4016,The Shawshank Redemption,"In 1966, Andy Dufresne escaped from",speech,RED,male
4017,The Shawshank Redemption,Shawshank Prison.,speech,RED,male
4018,The Shawshank Redemption,229EXT -- FIELD -- DAY (1966) 229,other,NO SPEAKER,NA
4019,The Shawshank Redemption,Shawshank is half a mile distant. WE TRACK ALONG a muddy creel,other,NO SPEAKER,NA
4020,The Shawshank Redemption,as STATE TROOPERS and PRISON GUARDS scour the brush. A TROOPEE,other,NO SPEAKER,NA
4021,The Shawshank Redemption,fishes a prison uniform out of the creek with a long stick.,other,NO SPEAKER,NA
4022,The Shawshank Redemption,RED (V.O.),character,NO SPEAKER,NA
4023,The Shawshank Redemption,All they found of him was a muddy,speech,RED,male
4024,The Shawshank Redemption,"set of prison clothes, a bar of",speech,RED,male
4025,The Shawshank Redemption,"soap, and an old rock-hammer damn",speech,RED,male
4026,The Shawshank Redemption,near worn down to the nub.,speech,RED,male
4027,The Shawshank Redemption,TROOPER g2 pulls the rock-hammer from the weeds. SWISH PAN,other,NO SPEAKER,NA
4028,The Shawshank Redemption,to a POLICE PHOTOGRAPHER. His FLASHBULB GLARE produces:,other,NO SPEAKER,NA
4029,The Shawshank Redemption,230 A BLACK AND WHITE STILL PHOTO 230,other,NO SPEAKER,NA
4030,The Shawshank Redemption,of the hapless cops posing with Andy's reeking uniform and the,other,NO SPEAKER,NA
4031,The Shawshank Redemption,worn rock-hammer. PUSH IN on the hammer.,other,NO SPEAKER,NA
4032,The Shawshank Redemption,RED (V.O.),character,NO SPEAKER,NA
4033,The Shawshank Redemption,I remember thinking it would take a,speech,RED,male
4034,The Shawshank Redemption,man six hundred years to tunnel,speech,RED,male
4035,The Shawshank Redemption,through the wall with it. Andy did,speech,RED,male
4036,The Shawshank Redemption,it in less than twenty.,speech,RED,male
4037,The Shawshank Redemption,231INT -- ANDY'S CELL -- NIGHT (1949) 231,other,NO SPEAKER,NA
4038,The Shawshank Redemption,"Once again, we see Andy using the rock-hammer to scratch his",other,NO SPEAKER,NA
4039,The Shawshank Redemption,"name into the cement. Suddenly, a palm-sized chunk of cement",other,NO SPEAKER,NA
4040,The Shawshank Redemption,pops free and hits the floor. He stares down at it.,other,NO SPEAKER,NA
4041,The Shawshank Redemption,232INT -- ANDY'S CELL -- NIGHT (1949) 232,other,NO SPEAKER,NA
4042,The Shawshank Redemption,"Andy lies in the dark, studying the chunk of concrete in his",other,NO SPEAKER,NA
4043,The Shawshank Redemption,hands. Considering the possibilities. Wrestling with hope.,other,NO SPEAKER,NA
4044,The Shawshank Redemption,RED (V.O.),character,NO SPEAKER,NA
4045,The Shawshank Redemption,Andy loved geology. I imagine it,speech,RED,male
4046,The Shawshank Redemption,appealed to his meticulous nature.,speech,RED,male
4047,The Shawshank Redemption,"An ice age here, a million years of",speech,RED,male
4048,The Shawshank Redemption,"mountain-building there, plates of",speech,RED,male
4049,The Shawshank Redemption,bedrock grinding against each other,speech,RED,male
4050,The Shawshank Redemption,over a span of millennia...,speech,RED,male
4051,The Shawshank Redemption,233INT -- ANDY'S CELL -- NIGHT (1949) 233,other,NO SPEAKER,NA
4052,The Shawshank Redemption,Andy stands peering at the small hole left by the fallen,other,NO SPEAKER,NA
4053,The Shawshank Redemption,chunk. Carefully runs his fingertip over it.,other,NO SPEAKER,NA
4054,The Shawshank Redemption,RED (V.O.),character,NO SPEAKER,NA
4055,The Shawshank Redemption,Geology is the study of pressure,speech,RED,male
4056,The Shawshank Redemption,"and time. That's all it takes,",speech,RED,male
4057,The Shawshank Redemption,really. Pressure and time.,speech,RED,male
4058,The Shawshank Redemption,234INT -- ANDY'S CELL -- NIGHT (1951) 234,other,NO SPEAKER,NA
4059,The Shawshank Redemption,"Rita is now on the wall, hanging down over Andy's back.",other,NO SPEAKER,NA
4060,The Shawshank Redemption,RED (V.O.),character,NO SPEAKER,NA
4061,The Shawshank Redemption,That and a big damn poster.,speech,RED,male
4062,The Shawshank Redemption,TRACK IN to reveal Andy scraping patiently at the concrete.,other,NO SPEAKER,NA
4063,The Shawshank Redemption,RED (V.O.),character,NO SPEAKER,NA
4064,The Shawshank Redemption,"Like I said. In prison, a man'll do",speech,RED,male
4065,The Shawshank Redemption,most anything to keep his mind,speech,RED,male
4066,The Shawshank Redemption,occupied.,speech,RED,male
4067,The Shawshank Redemption,He hears FOOTSTEPS approaching. He smoothes the poster down and,other,NO SPEAKER,NA
4068,The Shawshank Redemption,"dives into bed. A GUARD strolls by a moment later, shining his",other,NO SPEAKER,NA
4069,The Shawshank Redemption,flashlight into the cell.,other,NO SPEAKER,NA
4070,The Shawshank Redemption,235EXT -- PRISON YARD -- DAY (1953) 235,other,NO SPEAKER,NA
4071,The Shawshank Redemption,"Andy strolls along, whistling softly, hands in both pockets.",other,NO SPEAKER,NA
4072,The Shawshank Redemption,TILT DOWN to his pantleg. Concrete grit trickles out.,other,NO SPEAKER,NA
4073,The Shawshank Redemption,RED (V.O.),character,NO SPEAKER,NA
4074,The Shawshank Redemption,It turns out Andy's favorite hobby,speech,RED,male
4075,The Shawshank Redemption,was totin' his wall out into the,speech,RED,male
4076,The Shawshank Redemption,exercise yard a handful at a time...,speech,RED,male
4077,The Shawshank Redemption,236INT -- 2ND TIER -- NIGHT (1962) 236,other,NO SPEAKER,NA
4078,The Shawshank Redemption,"A GUARD strolls the tier, shining his flashlight into the",other,NO SPEAKER,NA
4079,The Shawshank Redemption,"cells. He pauses at Andy's bars, playing the beam over the",other,NO SPEAKER,NA
4080,The Shawshank Redemption,sleeping form huddled under the blankets.,other,NO SPEAKER,NA
4081,The Shawshank Redemption,p37 REVERSE ANGLE (FROM INS1DE ANDY'S CELL) 237,other,NO SPEAKER,NA
4082,The Shawshank Redemption,We see what the guard doesn't: instead of Andy's head under,other,NO SPEAKER,NA
4083,The Shawshank Redemption,"the blanket, it's a wadded-up pillow. The flashlight plays",other,NO SPEAKER,NA
4084,The Shawshank Redemption,"across the cell, pinning Marilyn Monroe in a circle of light.",other,NO SPEAKER,NA
4085,The Shawshank Redemption,238 ANGLE FROM BEHIND POSTER 238,other,NO SPEAKER,NA
4086,The Shawshank Redemption,The light illuminates her face through the paper. WIDEN to,other,NO SPEAKER,NA
4087,The Shawshank Redemption,"reveal Andy lying in his tunnel, holding his breath. The",other,NO SPEAKER,NA
4088,The Shawshank Redemption,light clicks off. The FOOTSTEPS move on. He gets back to work.,other,NO SPEAKER,NA
4089,The Shawshank Redemption,RED (V.O.),character,NO SPEAKER,NA
4090,The Shawshank Redemption,"While the rest of us slept, Andy",speech,RED,male
4091,The Shawshank Redemption,spent years workin' the nightshift...,speech,RED,male
4092,The Shawshank Redemption,239INT -- SHAFT -- NIGHT (1965) 239,other,NO SPEAKER,NA
4093,The Shawshank Redemption,"BOOMING SLOWLY UP the shaft. Rats scurry the pipes. Suddenly, r",other,NO SPEAKER,NA
4094,The Shawshank Redemption,piece of concrete the size of a quarter jumps free and plummets,other,NO SPEAKER,NA
4095,The Shawshank Redemption,down the shaft as the rock-hammer pushes through. The pick,other,NO SPEAKER,NA
4096,The Shawshank Redemption,"withdraws, replaced by Andy's peering eye.",other,NO SPEAKER,NA
4097,The Shawshank Redemption,240 A SERIES OF DISSOLVES (1965 through 1966) 240,other,NO SPEAKER,NA
4098,The Shawshank Redemption,takes us through the widening of the hole. First as big as a,other,NO SPEAKER,NA
4099,The Shawshank Redemption,tea cup. Then a saucer. Then a dinner plate.,other,NO SPEAKER,NA
4100,The Shawshank Redemption,RED (V.O.),character,NO SPEAKER,NA
4101,The Shawshank Redemption,Probably took him most of a year,speech,RED,male
4102,The Shawshank Redemption,just to get his head through.,speech,RED,male
4103,The Shawshank Redemption,"Andy finally gets his head through, scraping his ears. He's",other,NO SPEAKER,NA
4104,The Shawshank Redemption,got a penlight clenched in his teeth. He peers down into the,other,NO SPEAKER,NA
4105,The Shawshank Redemption,"shaft. At the very bottom, maybe 20 feet down, a big ceramic",other,NO SPEAKER,NA
4106,The Shawshank Redemption,pipe runs the length of the cellblock. Beneath its coat of,other,NO SPEAKER,NA
4107,The Shawshank Redemption,"grime and dust, the word """"SEWER"""" is stenciled.",other,NO SPEAKER,NA
4108,The Shawshank Redemption,241EXT -- LOADING DOCK ACCESS -- NIGHT (1966) 241,other,NO SPEAKER,NA
4109,The Shawshank Redemption,"ANGLE LOOKING STRAIGHT DOWN. Below us, Tommy Williams lies",other,NO SPEAKER,NA
4110,The Shawshank Redemption,"facedown at Norton's feet. Blood is spreading, fanning out oa",other,NO SPEAKER,NA
4111,The Shawshank Redemption,"the pavement. Norton turns, strolls out of frame.",other,NO SPEAKER,NA
4112,The Shawshank Redemption,RED (V.O.),character,NO SPEAKER,NA
4113,The Shawshank Redemption,"I guess after Tommy was killed,",speech,RED,male
4114,The Shawshank Redemption,Andy decided he'd been here just,speech,RED,male
4115,The Shawshank Redemption,about long enough.,speech,RED,male
4116,The Shawshank Redemption,Again we see: Andy working. Norton pokes his head in.,other,NO SPEAKER,NA
4117,The Shawshank Redemption,NORTON,character,NO SPEAKER,NA
4118,The Shawshank Redemption,Lickety-split. I wanna get home.,speech,NORTON,male
4119,The Shawshank Redemption,ANDY,character,NO SPEAKER,NA
4120,The Shawshank Redemption,"Just about done, sir.",speech,ANDY,male
4121,The Shawshank Redemption,"Norton crosses to the wall safe and works the dial, his back",other,NO SPEAKER,NA
4122,The Shawshank Redemption,"turned. This time, though, we stay on Andy:",other,NO SPEAKER,NA
4123,The Shawshank Redemption,"He pulls up his sweater, yanks out a large black book and a",other,NO SPEAKER,NA
4124,The Shawshank Redemption,"stack of files, lays them on the desk. He then grabs the real",other,NO SPEAKER,NA
4125,The Shawshank Redemption,"ledger and files, jams them down his pants and smoothes his",other,NO SPEAKER,NA
4126,The Shawshank Redemption,"sweater down. He picks up the bogus stack, crosses to Norton,",other,NO SPEAKER,NA
4127,The Shawshank Redemption,and shoves everything in.,other,NO SPEAKER,NA
4128,The Shawshank Redemption,243INT -- HALLWAY -- NIGHT (1966) 243,other,NO SPEAKER,NA
4129,The Shawshank Redemption,Norton exits his office and strolls off whistling. PUSH IN on,other,NO SPEAKER,NA
4130,The Shawshank Redemption,"the open door. We see Andy at the guard's desk, pulling",other,NO SPEAKER,NA
4131,The Shawshank Redemption,Norton's dress shoes from their box.,other,NO SPEAKER,NA
4132,The Shawshank Redemption,RED (V.O.),character,NO SPEAKER,NA
4133,The Shawshank Redemption,Andy did like he was told. Buffed,speech,RED,male
4134,The Shawshank Redemption,those shoes to a high mirror shine.,speech,RED,male
4135,The Shawshank Redemption,244INT -- NORTON'S OFFICE -- MINUTES LATER (1966) 244,other,NO SPEAKER,NA
4136,The Shawshank Redemption,"Andy sorts through Norton's three suits. He pauses, checking",other,NO SPEAKER,NA
4137,The Shawshank Redemption,the gray pinstripe. Nice.,other,NO SPEAKER,NA
4138,The Shawshank Redemption,245INT -- CELLBLOCK FIVE -- NIGHT (1966) 245,other,NO SPEAKER,NA
4139,The Shawshank Redemption,The guard BUZZES Andy through. Andy walks toward us.,other,NO SPEAKER,NA
4140,The Shawshank Redemption,RED (V.O.),character,NO SPEAKER,NA
4141,The Shawshank Redemption,The guard simply didn't notice.,speech,RED,male
4142,The Shawshank Redemption,"Neither did I. I mean, seriously,",speech,RED,male
4143,The Shawshank Redemption,how often do you really look at a,speech,RED,male
4144,The Shawshank Redemption,man's shoes?,speech,RED,male
4145,The Shawshank Redemption,"TILT DOWN as he passes by. Yep, he's wearing Norton's shoes.",other,NO SPEAKER,NA
4146,The Shawshank Redemption,246INT -- ANDY'S CELL -- NIGHT (1966) 246,other,NO SPEAKER,NA
4147,The Shawshank Redemption,The lights go out. Andy places the last chess piece. Gazes up,other,NO SPEAKER,NA
4148,The Shawshank Redemption,at Racquel. Smiles. Pulls the rope from under his pillow.,other,NO SPEAKER,NA
4149,The Shawshank Redemption,"He stands and unbuttons his prison shirt, revealing Norton's",other,NO SPEAKER,NA
4150,The Shawshank Redemption,gray pinstripe suit underneath. A FLASH OF LIGHTNING floods the,other,NO SPEAKER,NA
4151,The Shawshank Redemption,"cell, throwing wild shadows.",other,NO SPEAKER,NA
4152,The Shawshank Redemption,247INT -- ANDY'S CELL -- NIGHT (1966) 247,other,NO SPEAKER,NA
4153,The Shawshank Redemption,"The storm rages. Andy, naked, carefully slips Norton's folded",other,NO SPEAKER,NA
4154,The Shawshank Redemption,suit into a large industrial Zip-Lock bag. Next to go in are the,other,NO SPEAKER,NA
4155,The Shawshank Redemption,"shoes, chess pieces (already in a smaller bag), black ledger en",other,NO SPEAKER,NA
4156,The Shawshank Redemption,"files. Last but not least, a bar of soap wrapped in a towel.",other,NO SPEAKER,NA
4157,The Shawshank Redemption,248INT -- TUNNEL -- NIGHT (1966) 248,other,NO SPEAKER,NA
4158,The Shawshank Redemption,"Andy, again wearing prison clothes, inches down the tunnel.",other,NO SPEAKER,NA
4159,The Shawshank Redemption,249INT -- SHAFT -- NIGHT (1966) 249,other,NO SPEAKER,NA
4160,The Shawshank Redemption,"Andy squeezes through the hole head-first, emerges to the waist,",other,NO SPEAKER,NA
4161,The Shawshank Redemption,"He reaches for the opposite wall, manages to snag a steel",other,NO SPEAKER,NA
4162,The Shawshank Redemption,conduit with his fingers.,other,NO SPEAKER,NA
4163,The Shawshank Redemption,"Suddenly, a huge rat darts for his hand. Andy yanks away and",other,NO SPEAKER,NA
4164,The Shawshank Redemption,almost plummets head-first down the shaft. He dangles wildly,other,NO SPEAKER,NA
4165,The Shawshank Redemption,"upside-down for a moment, arms windmilling, then gets his",other,NO SPEAKER,NA
4166,The Shawshank Redemption,hands pressed firmly against the opposite wall. The rat,other,NO SPEAKER,NA
4167,The Shawshank Redemption,"scurries off, pissed.",other,NO SPEAKER,NA
4168,The Shawshank Redemption,Andy snags the conduit again. He contorts out of the hole and,other,NO SPEAKER,NA
4169,The Shawshank Redemption,dangles into the shaft. We now see the purpose for the rope: the,other,NO SPEAKER,NA
4170,The Shawshank Redemption,"plastic bag hangs from his ankle with about two feet of slack,",other,NO SPEAKER,NA
4171,The Shawshank Redemption,"He kicks his legs across the shaft, gets his feet braced. Wit3",other,NO SPEAKER,NA
4172,The Shawshank Redemption,"his back against one wall and feet against the other, he",other,NO SPEAKER,NA
4173,The Shawshank Redemption,starts down the shaft. Sliding dangerously. Using pipes for,other,NO SPEAKER,NA
4174,The Shawshank Redemption,"handholds. Flinching as rats dart this way and that, scurrying",other,NO SPEAKER,NA
4175,The Shawshank Redemption,in the shadows. He drops the last few feet to the bottom.,other,NO SPEAKER,NA
4176,The Shawshank Redemption,He approaches the ceramic sewer pipe and kneels before it.,other,NO SPEAKER,NA
4177,The Shawshank Redemption,Pulls out the rock-hammer and says a quick silent prayer.,other,NO SPEAKER,NA
4178,The Shawshank Redemption,Raises the rock-hammer high and swings it down with all his,other,NO SPEAKER,NA
4179,The Shawshank Redemption,"might. Once, twice -- third time lucky. An enormous eruption",other,NO SPEAKER,NA
4180,The Shawshank Redemption,"of sewage cascades into the air as if rocket-propelled, the",other,NO SPEAKER,NA
4181,The Shawshank Redemption,Mount St. Helens of shit. Andy is instantly coated black. He,other,NO SPEAKER,NA
4182,The Shawshank Redemption,turns away and heaves his guts out. The shit keeps coming.,other,NO SPEAKER,NA
4183,The Shawshank Redemption,250INT -- SEWER PIPE -- NIGHT (1966) 250,other,NO SPEAKER,NA
4184,The Shawshank Redemption,"Andy peers down through the hole, playing his penlight aroun5,",other,NO SPEAKER,NA
4185,The Shawshank Redemption,The inside diameter is no more than two feet. Tight squeeze.,other,NO SPEAKER,NA
4186,The Shawshank Redemption,Coated with crud. It seems to go on for miles.,other,NO SPEAKER,NA
4187,The Shawshank Redemption,No turning back. He wriggles into the pipe and starts,other,NO SPEAKER,NA
4188,The Shawshank Redemption,"crawling, plastic bag dragging behind.",other,NO SPEAKER,NA
4189,The Shawshank Redemption,RED (V.O.),character,NO SPEAKER,NA
4190,The Shawshank Redemption,Andy crawled to freedom through,speech,RED,male
4191,The Shawshank Redemption,five hundred yards of shit-smelling,speech,RED,male
4192,The Shawshank Redemption,foulness I can't even imagine. Or,speech,RED,male
