line_number,title,script,label,speaker,gender
351,The Shawshank Redemption,and SHOUTS from the spectators.,other,NO SPEAKER,NA
352,The Shawshank Redemption,HADLEY,character,NO SPEAKER,NA
353,The Shawshank Redemption,On your feet before I fuck you up,speech,HADLEY,male
354,The Shawshank Redemption,so bad you never walk again.,speech,HADLEY,male
355,The Shawshank Redemption,13 ON THE BLEACHERS 13,other,NO SPEAKER,NA
356,The Shawshank Redemption,RED,character,NO SPEAKER,NA
357,The Shawshank Redemption,"There they are, boys. The Human",speech,RED,male
358,The Shawshank Redemption,Charm Bracelet.,speech,RED,male
359,The Shawshank Redemption,HEYWOOD,character,NO SPEAKER,NA
360,The Shawshank Redemption,Never seen such a sorry-lookin',speech,HEYWOOD,male
361,The Shawshank Redemption,heap of maggot shit in my life.,speech,HEYWOOD,male
362,The Shawshank Redemption,JIGGER,character,NO SPEAKER,NA
363,The Shawshank Redemption,"Comin' from you, Heywood, you being",speech,JIGGER,male
364,The Shawshank Redemption,so pretty and all...,speech,JIGGER,male
365,The Shawshank Redemption,FLOYD,character,NO SPEAKER,NA
366,The Shawshank Redemption,"Takin' bets today, Red?",speech,FLOYD,male
367,The Shawshank Redemption,RED,character,NO SPEAKER,NA
368,The Shawshank Redemption,(pulls notepad and pencil),other,NO SPEAKER,NA
369,The Shawshank Redemption,Bear Catholic? Pope shit in the woods?,speech,RED,male
370,The Shawshank Redemption,"Smokes or coin, bettor's choice.",speech,RED,male
371,The Shawshank Redemption,FLOYD,character,NO SPEAKER,NA
372,The Shawshank Redemption,Smokes. Put me down for two.,speech,FLOYD,male
373,The Shawshank Redemption,RED,character,NO SPEAKER,NA
374,The Shawshank Redemption,High roller. Who's your horse?,speech,RED,male
375,The Shawshank Redemption,FLOYD,character,NO SPEAKER,NA
376,The Shawshank Redemption,"That gangly sack of shit, third",speech,FLOYD,male
377,The Shawshank Redemption,from the front. He'll be the first.,speech,FLOYD,male
378,The Shawshank Redemption,HEYWOOD,character,NO SPEAKER,NA
379,The Shawshank Redemption,Bullshit. I'll take that action.,speech,HEYWOOD,male
380,The Shawshank Redemption,ERNIE,character,NO SPEAKER,NA
381,The Shawshank Redemption,Me too.,speech,ERNIE,male
382,The Shawshank Redemption,Other hands go up. Red jots the names.,other,NO SPEAKER,NA
383,The Shawshank Redemption,HEYWOOD,character,NO SPEAKER,NA
384,The Shawshank Redemption,"You're out some smokes, son. Take",speech,HEYWOOD,male
385,The Shawshank Redemption,my word.,speech,HEYWOOD,male
386,The Shawshank Redemption,FLOYD,character,NO SPEAKER,NA
387,The Shawshank Redemption,"You're so smart, you call it.",speech,FLOYD,male
388,The Shawshank Redemption,HEYWOOD,character,NO SPEAKER,NA
389,The Shawshank Redemption,I say that chubby fat-ass...let's,speech,HEYWOOD,male
390,The Shawshank Redemption,see...fifth from the front. Put me,speech,HEYWOOD,male
391,The Shawshank Redemption,down for a quarter deck.,speech,HEYWOOD,male
392,The Shawshank Redemption,RED,character,NO SPEAKER,NA
393,The Shawshank Redemption,That's five cigarettes on Fat-Ass.,speech,RED,male
394,The Shawshank Redemption,Any takers?,speech,RED,male
395,The Shawshank Redemption,"More hands go up. Andy and the others are paraded along,",other,NO SPEAKER,NA
396,The Shawshank Redemption,"forced by their chains to take tiny baby steps, flinching",other,NO SPEAKER,NA
397,The Shawshank Redemption,under the barrage of jeers and shouts. The old-timers are,other,NO SPEAKER,NA
398,The Shawshank Redemption,"shaking the fence, trying to make the newcomers shit their",other,NO SPEAKER,NA
399,The Shawshank Redemption,"pants. Some of the new fish shout back, but mostly they look",other,NO SPEAKER,NA
400,The Shawshank Redemption,terrified. Especially Andy.,other,NO SPEAKER,NA
401,The Shawshank Redemption,RED (V.O.),character,NO SPEAKER,NA
402,The Shawshank Redemption,I must admit I didn't think much of,speech,RED,male
403,The Shawshank Redemption,Andy first time I laid eyes on him.,speech,RED,male
404,The Shawshank Redemption,He might'a been important on the,speech,RED,male
405,The Shawshank Redemption,"outside, but in here he was just a",speech,RED,male
406,The Shawshank Redemption,little turd in prison grays. Looked,speech,RED,male
407,The Shawshank Redemption,like a stiff breeze could blow him,speech,RED,male
408,The Shawshank Redemption,over. That was my first impression,speech,RED,male
409,The Shawshank Redemption,of the man.,speech,RED,male
410,The Shawshank Redemption,SKEET,character,NO SPEAKER,NA
411,The Shawshank Redemption,"What say, Red?",speech,SKEET,male
412,The Shawshank Redemption,RED,character,NO SPEAKER,NA
413,The Shawshank Redemption,Little fella on the end. Definitely.,speech,RED,male
414,The Shawshank Redemption,I stake half a pack. Any takers?,speech,RED,male
415,The Shawshank Redemption,SNOOZE,character,NO SPEAKER,NA
416,The Shawshank Redemption,Rich bet.,speech,SNOOZE,male
417,The Shawshank Redemption,RED,character,NO SPEAKER,NA
418,The Shawshank Redemption,"C'mon, boys, who's gonna prove me",speech,RED,male
419,The Shawshank Redemption,wrong?,speech,RED,male
420,The Shawshank Redemption,(hands go up),other,NO SPEAKER,NA
421,The Shawshank Redemption,"Floyd, Skeet, Joe, Heywood. Four brave",speech,RED,male
422,The Shawshank Redemption,"souls, ten smokes apiece. That's it,",speech,RED,male
423,The Shawshank Redemption,"gentlemen, this window's closed.",speech,RED,male
424,The Shawshank Redemption,Red pockets his notepad. A VOICE comes over the P.A. speakers:,other,NO SPEAKER,NA
425,The Shawshank Redemption,VOICE (amplified),character,NO SPEAKER,NA
426,The Shawshank Redemption,Return to your cellblocks for,speech,VOICE,unclear
427,The Shawshank Redemption,evening count.,speech,VOICE,unclear
428,The Shawshank Redemption,14INT -- ADMITTING AREA -- DUSK (1947) 14,other,NO SPEAKER,NA
429,The Shawshank Redemption,The new fish are marched in. Guards unlock the shackles. The,other,NO SPEAKER,NA
430,The Shawshank Redemption,"chains drop away, rattling to the stone floor.",other,NO SPEAKER,NA
431,The Shawshank Redemption,HADLEY,character,NO SPEAKER,NA
432,The Shawshank Redemption,Eyes front.,speech,HADLEY,male
433,The Shawshank Redemption,"WARDEN SAMUEL NORTON strolls forth, a colorless man in a gray",other,NO SPEAKER,NA
434,The Shawshank Redemption,suit and a church pin in his lapel. He looks like he could,other,NO SPEAKER,NA
435,The Shawshank Redemption,piss ice water. He appraises the newcomers with flinty eyes.,other,NO SPEAKER,NA
436,The Shawshank Redemption,NORTON,character,NO SPEAKER,NA
437,The Shawshank Redemption,"This is Mr. Hadley, captain of the",speech,NORTON,male
438,The Shawshank Redemption,"guard. I am Mr. Norton, the warden.",speech,NORTON,male
439,The Shawshank Redemption,"You are sinners and scum, that's",speech,NORTON,male
440,The Shawshank Redemption,why they sent you to me. Rule,speech,NORTON,male
441,The Shawshank Redemption,number one: no blaspheming. I'll,speech,NORTON,male
442,The Shawshank Redemption,not have the Lord's name taken in,speech,NORTON,male
443,The Shawshank Redemption,vain in my prison. The other rules,speech,NORTON,male
444,The Shawshank Redemption,you'll figure out as you go along.,speech,NORTON,male
445,The Shawshank Redemption,Any questions?,speech,NORTON,male
446,The Shawshank Redemption,CON,character,NO SPEAKER,NA
447,The Shawshank Redemption,When do we eat?,speech,CON,male
448,The Shawshank Redemption,"Cued by Norton's glance, Hadley steps up to the con and screams",other,NO SPEAKER,NA
449,The Shawshank Redemption,right in his face:,other,NO SPEAKER,NA
450,The Shawshank Redemption,HADLEY,character,NO SPEAKER,NA
451,The Shawshank Redemption,YOU EAT WHEN WE SAY YOU EAT! YOU,speech,HADLEY,male
452,The Shawshank Redemption,PISS WHEN WE SAY YOU PISS! YOU SHIT,speech,HADLEY,male
453,The Shawshank Redemption,WHEN WE SAY YOU SHIT! YOU SLEEP,speech,HADLEY,male
454,The Shawshank Redemption,WHEN WE SAY YOU SLEEP! YOU MAGGOT-,speech,HADLEY,male
455,The Shawshank Redemption,DICK MOTHERFUCKER!,speech,HADLEY,male
456,The Shawshank Redemption,Hadley rams the tip of his club into the con's belly. The,other,NO SPEAKER,NA
457,The Shawshank Redemption,"man falls to his knees, gasping and clutching himself.",other,NO SPEAKER,NA
458,The Shawshank Redemption,Hadley takes his place at Norton's side again. Softly:,other,NO SPEAKER,NA
459,The Shawshank Redemption,NORTON,character,NO SPEAKER,NA
460,The Shawshank Redemption,Any other questions?,speech,NORTON,male
461,The Shawshank Redemption,(there are none),other,NO SPEAKER,NA
462,The Shawshank Redemption,I believe in two things. Discipline,speech,NORTON,male
463,The Shawshank Redemption,"and the Bible. Here, you'll receive",speech,NORTON,male
464,The Shawshank Redemption,both.,speech,NORTON,male
465,The Shawshank Redemption,(holds up a Bible),other,NO SPEAKER,NA
466,The Shawshank Redemption,Put your faith in the Lord. Your,speech,NORTON,male
467,The Shawshank Redemption,ass belongs to me. Welcome to,speech,NORTON,male
468,The Shawshank Redemption,Shawshank.,speech,NORTON,male
469,The Shawshank Redemption,HADLEY,character,NO SPEAKER,NA
470,The Shawshank Redemption,Off with them clothes! And I didn't,speech,HADLEY,male
471,The Shawshank Redemption,"say take all day doing it, did I?",speech,HADLEY,male
472,The Shawshank Redemption,"The men shed their clothes. Within seconds, all stand naked.",other,NO SPEAKER,NA
473,The Shawshank Redemption,HADLEY,character,NO SPEAKER,NA
474,The Shawshank Redemption,First man into the shower!,speech,HADLEY,male
475,The Shawshank Redemption,Hadley shoves the FIRST CON into a steel cage open at the,other,NO SPEAKER,NA
476,The Shawshank Redemption,front. TWO GUARDS open up with a fire hose. The con is slammed,other,NO SPEAKER,NA
477,The Shawshank Redemption,"against the back of the cage, sputtering and hollering.",other,NO SPEAKER,NA
478,The Shawshank Redemption,"Seconds later, the water is cut and the con yanked out.",other,NO SPEAKER,NA
479,The Shawshank Redemption,HADLEY,character,NO SPEAKER,NA
480,The Shawshank Redemption,Delouse that piece of shit! Next,speech,HADLEY,male
481,The Shawshank Redemption,man in!,speech,HADLEY,male
482,The Shawshank Redemption,The con gets a huge scoop of white delousing powder thrown all,other,NO SPEAKER,NA
483,The Shawshank Redemption,"over him. Gasping and coughing, blinking powder from his eyes,",other,NO SPEAKER,NA
484,The Shawshank Redemption,he gets shoved to a trustee's cage. The TRUSTEE slides a short,other,NO SPEAKER,NA
485,The Shawshank Redemption,stack of items through the slot -- prison clothes and a Bible.,other,NO SPEAKER,NA
486,The Shawshank Redemption,"All the men are processed quickly -- a blast of water, powder,",other,NO SPEAKER,NA
487,The Shawshank Redemption,clothes and a Bible...,other,NO SPEAKER,NA
488,The Shawshank Redemption,15INT -- INFIRMARY -- NIGHT (1947) 15,other,NO SPEAKER,NA
489,The Shawshank Redemption,A naked CON steps before a DOCTOR and gets a cursory exam.,other,NO SPEAKER,NA
490,The Shawshank Redemption,"A penlight is shined in his eyes, ears, nose, and throat.",other,NO SPEAKER,NA
491,The Shawshank Redemption,DOCTOR,character,NO SPEAKER,NA
492,The Shawshank Redemption,Bend over.,speech,DOCTOR,unclear
493,The Shawshank Redemption,The con does. A GUARD with a penlight in his teeth spreads his,other,NO SPEAKER,NA
494,The Shawshank Redemption,"cheeks, peers up his ass, and nods. Andy is next up. He gets",other,NO SPEAKER,NA
495,The Shawshank Redemption,the same treatment.,other,NO SPEAKER,NA
496,The Shawshank Redemption,16INT -- PRISON CHAPEL -- NIGHT (1947) 16,other,NO SPEAKER,NA
497,The Shawshank Redemption,CAMERA TRACKS the naked newcomers shivering on hard wooden,other,NO SPEAKER,NA
498,The Shawshank Redemption,"chairs, clothes on their laps, Bibles open.",other,NO SPEAKER,NA
499,The Shawshank Redemption,CHAPLAIN (O.S.),character,NO SPEAKER,NA
500,The Shawshank Redemption,...maketh me to lie down in green,speech,CHAPLAIN,unclear
501,The Shawshank Redemption,pastures. He leadeth me beside the,speech,CHAPLAIN,unclear
502,The Shawshank Redemption,still waters. He restoreth my soul...,speech,CHAPLAIN,unclear
503,The Shawshank Redemption,17INT -- CELLBLOCK FIVE -- NIGHT (1947) 17,other,NO SPEAKER,NA
504,The Shawshank Redemption,"Three tiers to a side, concrete and steel, gray and imposing.",other,NO SPEAKER,NA
505,The Shawshank Redemption,"Andy and the others are marched in, still naked, carrying",other,NO SPEAKER,NA
506,The Shawshank Redemption,their clothes and Bibles. The CONS in their cells greet them,other,NO SPEAKER,NA
507,The Shawshank Redemption,"with TAUNTS, JEERS, and LAUGHTER. One by one, the new men are",other,NO SPEAKER,NA
508,The Shawshank Redemption,shown to their cells and locked in with a CLANG OF STEEL.,other,NO SPEAKER,NA
509,The Shawshank Redemption,RED (V.O.),character,NO SPEAKER,NA
510,The Shawshank Redemption,"The first night's the toughest, no",speech,RED,male
511,The Shawshank Redemption,doubt about it. They march you in,speech,RED,male
512,The Shawshank Redemption,"naked as the day you're born, fresh",speech,RED,male
513,The Shawshank Redemption,"from a Bible reading, skin burning",speech,RED,male
514,The Shawshank Redemption,and half-blind from that delousing,speech,RED,male
515,The Shawshank Redemption,shit they throw on you...,speech,RED,male
516,The Shawshank Redemption,"Red watches from his cell, arms slung over the crossbars,",other,NO SPEAKER,NA
517,The Shawshank Redemption,cigarette dangling from his fingers.,other,NO SPEAKER,NA
518,The Shawshank Redemption,RED (V.O.),character,NO SPEAKER,NA
519,The Shawshank Redemption,...and when they put you in that,speech,RED,male
520,The Shawshank Redemption,"cell, when those bars slam home,",speech,RED,male
521,The Shawshank Redemption,that's when you know it's for real.,speech,RED,male
522,The Shawshank Redemption,Old life blown away in the blink of,speech,RED,male
523,The Shawshank Redemption,an eye...a long cold season in hell,speech,RED,male
524,The Shawshank Redemption,stretching out ahead...nothing,speech,RED,male
525,The Shawshank Redemption,left but all the time in the world,speech,RED,male
526,The Shawshank Redemption,to think about it.,speech,RED,male
527,The Shawshank Redemption,Red listens to the CLANGING below. He watches Andy and a few,other,NO SPEAKER,NA
528,The Shawshank Redemption,others being brought up to the 2nd tier.,other,NO SPEAKER,NA
529,The Shawshank Redemption,RED (V.O.),character,NO SPEAKER,NA
530,The Shawshank Redemption,Most new fish come close to madness,speech,RED,male
531,The Shawshank Redemption,the first night. Somebody always,speech,RED,male
532,The Shawshank Redemption,breaks down crying. Happens every,speech,RED,male
533,The Shawshank Redemption,"time. The only question is, who's",speech,RED,male
534,The Shawshank Redemption,it gonna be?,speech,RED,male
535,The Shawshank Redemption,Andy is led past and given a cell at the end of the tier.,other,NO SPEAKER,NA
536,The Shawshank Redemption,RED (V.O.),character,NO SPEAKER,NA
537,The Shawshank Redemption,It's as good a thing to bet on as,speech,RED,male
538,The Shawshank Redemption,"any, I guess. I had my money on",speech,RED,male
539,The Shawshank Redemption,Andy Dufresne...,speech,RED,male
540,The Shawshank Redemption,18INT -- ANDY'S CELL -- NIGHT (1947) 18,other,NO SPEAKER,NA
541,The Shawshank Redemption,"The bars slam home. Andy is alone in his cell, clutching his",other,NO SPEAKER,NA
542,The Shawshank Redemption,"clothes. He gazes around at his new surroundings, taking it",other,NO SPEAKER,NA
543,The Shawshank Redemption,in. He slowly begins to dress himself...,other,NO SPEAKER,NA
544,The Shawshank Redemption,19EXT -- SHAWSHANK PRISON -- NIGHT (1947) 19,other,NO SPEAKER,NA
545,The Shawshank Redemption,A malignant stone growth on the Maine landscape. The moon,other,NO SPEAKER,NA
